tempo,deslocamento,velocidade,aceleracao
0.421,0.1443234396449717,0.6838976796062793,1.480316782671107
0.422,0.14500807716958558,0.6853770559219311,1.4784345852657252
0.423,0.14569419312815352,0.6868545462520219,1.4765448134944847
0.424,0.14638178563090473,0.6883301430280272,1.4746474790451698
0.425,0.14707085278050575,0.6898038386931254,1.4727425936362528
0.426,0.1477613926720721,0.6912756257022292,1.4708301690168337
0.427,0.14845340339318022,0.6927454965220152,1.468910216966578
0.428,0.149146883023879,0.6942134436309552,1.4669827492956562
0.429,0.14984182963670173,0.6956794595193462,1.4650477778446835
0.43,0.150538241296678,0.6971435366893413,1.4631053144846589
0.431,0.15123611606134543,0.6986056676549793,1.461155371116902
0.432,0.15193545198076164,0.700065844942216,1.459197959672994
0.433,0.15263624709751616,0.7015240610889536,1.4572330921147154
0.434,0.15333849944674247,0.7029803086450711,1.4552607804339832
0.435,0.15404220705612987,0.7044345801724545,1.4532810366527915
0.436,0.15474736794593558,0.705886868245027,1.4512938728231468
0.437,0.15545398012899678,0.7073371654487784,1.4492993010270092
0.438,0.15616204161074268,0.7087854643817959,1.447297333376228
0.439,0.15687155038920664,0.710231757654293,1.44528798201248
0.44,0.15758250445503832,0.7116760378886401,1.4432712591072088
0.441,0.15829490179151584,0.7131182977193937,1.4412471768615593
0.442,0.15900874037455795,0.7145585297933265,1.4392157475063185
0.443,0.15972401817273632,0.7159967267694564,1.4371769833018504
0.444,0.1604407331472878,0.7174328813190768,1.4351308965380345
0.445,0.16115888325212663,0.7188669861257855,1.4330774995342028
0.446,0.16187846643385684,0.7202990338855144,1.4310168046390768
0.447,0.16259948063178456,0.7217290173065589,1.4289488242307036
0.448,0.16332192377793042,0.7231569291096069,1.4268735707163929
0.449,0.16404579379704193,0.7245827620277683,1.4247910565326563
0.45,0.16477108860660594,0.726006508806604,1.4227012941451382
0.451,0.16549780611686113,0.7274281622041553,1.4206042960485596
0.452,0.16622594423081044,0.7288477149909725,1.4185000747666479
0.453,0.16695550084423363,0.7302651599501441,1.4163886428520764
0.454,0.16768647384569985,0.7316804898773259,1.4142700128863996
0.455,0.16841886111658014,0.7330936975807697,1.4121441974799906
0.456,0.16915266053106018,0.7345047758813518,1.4100112092719743
0.457,0.16988786995615282,0.7359137176126022,1.4078710609301652
0.458,0.17062448725171078,0.7373205156207328,1.4057237651510026
0.459,0.17136251027043933,0.7387251627646665,1.4035693346594862
0.46,0.17210193685790903,0.7401276519160652,1.4014077822091116
0.461,0.17284276485256853,0.7415279759593588,1.3992391205818042
0.462,0.17358499208575723,0.742926127791773,1.3970633625878581
0.463,0.17432861638171823,0.7443221003233582,1.3948805210658664
0.464,0.17507363555761107,0.7457158864770174,1.3926906088826598
0.465,0.17582004742352464,0.7471074791885345,1.3904936389332407
0.466,0.17656784978249007,0.7484968714066026,1.3882896241407163
0.467,0.17731704043049365,0.7498840560928517,1.3860785774562363
0.468,0.17806761715648978,0.7512690262218772,1.3838605118589247
0.46900000000000003,0.17881957774241394,0.7526517747812674,1.3816354403558155
0.47000000000000003,0.17957291996319572,0.7540322947716317,1.3794033759817874
0.47100000000000003,0.18032764158677184,0.755410579206628,1.3771643317994964
0.47200000000000003,0.1810837403740992,0.7567866211129911,1.3749183208993125
0.47300000000000003,0.18184121407916798,0.7581604135305597,1.3726653563992524
0.47400000000000003,0.1826000604490148,0.7595319495123046,1.370405451444912
0.47500000000000003,0.1833602772237358,0.7609012221243556,1.368138619209403
0.47600000000000003,0.1841218621364998,0.7622682244460296,1.3658648728932843
0.47700000000000004,0.18488481291356165,0.7636329495698577,1.3635842257244981
0.47800000000000004,0.18564912727427527,0.7649953906016126,1.3612966909582995
0.47900000000000004,0.18641480293110696,0.7663555406603358,1.3590022818771947
0.48,0.1871818375896488,0.767713392878365,1.356701011790871
0.481,0.18795022894863178,0.7690689404013612,1.3543928940361303
0.482,0.18871997469993926,0.7704221763883355,1.3520779419768236
0.483,0.18949107252862032,0.7717730940116767,1.3497561690037831
